draw_id,play,tier,pattern,numbers,note,winners,value
01309,,Giải Ba,OOO,,,21010,50000
01308,,Jackpot 1,OOOOOO,,,0,62316078150
01308,,Jackpot 2,OOOOO|O,,,0,3672856350
01308,,Giải Nhất,OOOOO,,,19,40000000
01308,,Giải Nhì,OOOO,,,1135,500000
01308,,Giải Ba,OOO,,,22484,50000
01307,,Jackpot 1,OOOOOO,,,0,59534608350
01307,,Jackpot 2,OOOOO|O,,,0,3363804150
01307,,Giải Nhất,OOOOO,,,8,40000000
01307,,Giải Nhì,OOOO,,,893,500000
01307,,Giải Ba,OOO,,,20071,50000
01306,,Jackpot 1,OOOOOO,,,0,56260371000
01306,,Jackpot 2,OOOOO|O,,,1,4363958700
01306,,Giải Nhất,OOOOO,,,21,40000000
01306,,Giải Nhì,OOOO,,,1030,500000
01306,,Giải Ba,OOO,,,21076,50000
01305,,Jackpot 1,OOOOOO,,,0,52944733200
01305,,Jackpot 2,OOOOO|O,,,0,3995554500
01305,,Giải Nhất,OOOOO,,,18,40000000
01305,,Giải Nhì,OOOO,,,949,500000
01305,,Giải Ba,OOO,,,19331,50000
01304,,Jackpot 1,OOOOOO,,,0,50209887000
01304,,Jackpot 2,OOOOO|O,,,0,3691682700
01304,,Giải Nhất,OOOOO,,,9,40000000
01304,,Giải Nhì,OOOO,,,782,500000
01304,,Giải Ba,OOO,,,18822,50000
01303,,Jackpot 1,OOOOOO,,,0,47302210650
01303,,Jackpot 2,OOOOO|O,,,0,3368607550
01303,,Giải Nhất,OOOOO,,,6,40000000
01303,,Giải Nhì,OOOO,,,824,500000
01303,,Giải Ba,OOO,,,17503,50000
01302,,Jackpot 1,OOOOOO,,,0,43984742700
01302,,Jackpot 2,OOOOO|O,,,1,20094162200
01302,,Giải Nhất,OOOOO,,,12,40000000
01302,,Giải Nhì,OOOO,,,643,500000
01302,,Giải Ba,OOO,,,15643,50000
01301,,Jackpot 1,OOOOOO,,,0,40895356350
01301,,Jackpot 2,OOOOO|O,,,0,19750897050
01301,,Giải Nhất,OOOOO,,,16,40000000
01301,,Giải Nhì,OOOO,,,754,500000
01301,,Giải Ba,OOO,,,16231,50000
01300,,Jackpot 1,OOOOOO,,,0,38390740500
01300,,Jackpot 2,OOOOO|O,,,0,19472606400
01300,,Giải Nhất,OOOOO,,,8,40000000
01300,,Giải Nhì,OOOO,,,730,500000
01300,,Giải Ba,OOO,,,16035,50000
01299,,Jackpot 1,OOOOOO,,,0,35167297350
01299,,Jackpot 2,OOOOO|O,,,0,19114446050
01299,,Giải Nhất,OOOOO,,,12,40000000
